recent_quakes_7d,recent_quakes_30d,max_mag_7d,max_mag_30d,energy_index_30d,depth_avg_30d,dist_to_fault_km,seismic_zone,label,lat,lon,date
0,1,0.0,4.6,2818.38,44.8,125.1,2,1,11.011,91.998,2013-02-24
2,9,4.9,4.9,19046.7,147.2,976.6,2,1,36.418,71.034,2013-02-20
2,10,4.8,6.1,57525.6,18.4,75.9,2,1,5.056,95.897,2013-02-18
0,5,0.0,4.7,8895.76,179.3,963.8,2,1,36.441,71.666,2013-02-17
1,9,4.2,6.1,53920.64,23.8,56.9,2,1,4.601,94.997,2013-02-15
1,1,4.5,4.5,2371.37,23.5,517.3,2,1,30.054,68.063,2013-02-14
0,4,0.0,5.2,14525.39,23.3,677.0,2,1,32.777,94.781,2013-02-12
0,0,0.0,0.0,0.0,35.0,220.5,4,1,30.969,78.268,2013-02-11
0,1,0.0,4.0,1000.0,44.5,440.9,2,1,30.485,69.515,2013-02-08
0,1,0.0,4.0,1000.0,37.8,529.4,2,1,34.247,80.424,2013-02-06
3,6,4.6,4.6,11105.11,146.9,993.0,2,1,36.472,70.653,2013-02-05
1,2,4.6,4.9,7549.9,40.6,101.7,5,1,13.857,92.933,2013-02-05
2,5,4.3,4.6,8286.73,169.3,1110.2,2,1,37.48,70.264,2013-02-04
0,0,0.0,0.0,0.0,35.0,922.6,2,1,37.55,82.416,2013-02-04
2,2,5.2,5.2,9355.82,28.2,692.4,2,1,32.901,94.702,2013-02-04
0,0,0.0,0.0,0.0,35.0,62.6,5,1,11.724,92.699,2013-02-04
0,1,0.0,4.9,4731.51,35.0,93.3,5,1,13.975,93.088,2013-01-31
0,0,0.0,0.0,0.0,35.0,1075.4,2,1,36.663,96.536,2013-01-30
0,0,0.0,0.0,0.0,35.0,695.2,2,1,32.921,94.68,2013-01-30
6,8,6.1,6.1,68526.21,21.6,47.1,2,1,4.881,95.686,2013-01-27
5,7,6.1,6.1,66154.84,23.2,63.6,2,1,4.919,95.89,2013-01-25
0,0,0.0,0.0,0.0,35.0,98.0,5,1,7.374,93.611,2013-01-22
0,1,0.0,4.5,2371.37,10.0,1041.3,2,1,36.339,68.847,2013-01-22
2,3,6.1,6.1,58791.61,40.8,81.2,2,1,5.019,96.015,2013-01-21
1,2,4.5,5.7,21207.86,55.2,65.5,2,1,4.927,95.907,2013-01-21
0,0,0.0,0.0,0.0,35.0,514.4,2,1,31.056,99.546,2013-01-18
0,2,0.0,5.0,8973.07,12.7,71.9,4,1,29.412,81.429,2013-01-17
1,3,5.7,5.7,26708.43,64.3,40.8,2,1,5.219,94.796,2013-01-17
1,11,4.1,5.5,31146.53,138.8,986.8,2,1,36.502,70.984,2013-01-15
0,3,0.0,5.5,16743.01,78.5,157.5,5,1,23.61,94.707,2013-01-15
0,0,0.0,0.0,0.0,35.0,159.2,5,1,13.304,92.342,2013-01-11
0,1,0.0,5.1,6683.44,46.4,51.1,2,1,4.72,95.095,2013-01-10
1,1,4.7,4.7,3349.65,10.0,82.1,4,1,29.694,81.711,2013-01-09
1,1,4.4,4.4,1995.26,73.8,87.3,5,1,25.329,95.048,2013-01-09
0,3,0.0,4.3,3678.8,180.4,1013.0,2,1,36.088,68.917,2013-01-05
0,0,0.0,0.0,0.0,35.0,400.1,2,1,31.318,86.582,2013-01-05
5,10,5.5,5.5,25605.58,167.8,966.4,2,1,36.405,71.38,2013-01-05
0,0,0.0,0.0,0.0,35.0,87.9,4,1,29.368,81.199,2013-01-02
1,2,4.3,4.8,5659.88,101.6,113.2,2,1,21.6226,94.0575,2013-12-30
1,4,4.4,5.1,12462.61,120.3,42.4,2,1,4.7933,95.7445,2013-12-28
8,22,5.0,5.0,46575.7,139.3,1052.1,2,1,37.2111,71.4261,2013-12-26
0,0,0.0,0.0,0.0,35.0,140.8,2,1,20.5592,94.7299,2013-12-23
3,19,4.5,4.8,38513.88,132.5,980.7,2,1,36.5395,71.3868,2013-12-21
1,2,4.5,4.5,3371.37,70.9,85.7,2,1,4.242,96.2285,2013-12-20
0,1,0.0,4.0,1000.0,32.6,119.8,2,1,4.1705,96.529,2013-12-20
0,16,0.0,4.8,32734.71,136.4,1057.6,2,1,37.1613,70.9599,2013-12-20
0,1,0.0,4.7,3349.65,32.4,121.1,5,1,14.3321,93.0763,2013-12-20
0,1,0.0,4.2,1412.54,33.3,426.4,2,1,27.5175,67.4543,2013-12-19
0,0,0.0,0.0,0.0,35.0,785.0,2,1,34.0071,89.1888,2013-12-11
0,0,0.0,0.0,0.0,35.0,369.3,2,1,29.7619,69.7293,2013-12-11
3,16,4.6,4.8,26561.69,142.6,978.4,2,1,36.2944,70.5242,2013-12-09
0,0,0.0,0.0,0.0,35.0,69.6,5,1,9.6129,92.9987,2013-12-09
0,0,0.0,0.0,0.0,35.0,85.9,5,1,11.4417,93.7452,2013-12-07
4,14,4.8,4.8,22330.77,150.8,940.1,2,1,35.9796,70.7001,2013-12-06
3,4,4.4,4.7,7757.45,131.9,953.6,2,1,36.7482,73.2065,2013-12-05
0,0,0.0,0.0,0.0,35.0,11.7,5,1,26.5885,89.5628,2013-12-04
0,2,0.0,4.8,5976.33,38.3,98.8,5,1,13.8291,92.9508,2013-12-04
5,15,4.8,4.8,22699.35,157.0,1004.8,2,1,36.4871,70.3233,2013-12-01
0,2,0.0,4.3,2867.31,22.7,261.6,2,1,28.1744,99.2997,2013-11-29
5,17,4.7,4.7,24291.97,159.4,1029.6,2,1,36.9215,71.0561,2013-11-29
0,0,0.0,0.0,0.0,35.0,235.9,5,1,28.8721,95.8701,2013-11-29
0,6,0.0,4.7,8950.69,166.4,1068.8,2,1,37.4965,71.9565,2013-11-28
0,0,0.0,0.0,0.0,35.0,71.2,5,1,26.2586,96.153,2013-11-27
1,1,4.6,4.6,2818.38,31.6,936.6,2,1,36.5757,86.8448,2013-11-23
0,0,0.0,0.0,0.0,35.0,141.6,2,1,5.4216,92.8184,2013-11-22
0,0,0.0,0.0,0.0,35.0,190.7,2,1,12.3975,95.1481,2013-11-20
0,1,0.0,4.5,2371.37,10.0,878.7,2,1,35.6323,88.0211,2013-11-18
0,0,0.0,0.0,0.0,35.0,457.8,2,1,4.2077,90.0652,2013-11-16
2,5,4.6,4.7,14331.34,71.6,44.1,2,1,5.394,94.4584,2013-11-15
0,0,0.0,0.0,0.0,35.0,552.2,2,1,29.8329,67.5025,2013-11-15
1,5,4.6,4.7,13508.22,65.5,34.0,2,1,5.274,94.3633,2013-11-14
0,0,0.0,0.0,0.0,35.0,1205.8,2,1,37.6806,68.0529,2013-11-12
0,1,0.0,4.3,1678.8,37.8,146.4,2,1,6.4767,94.8246,2013-11-10
1,2,5.4,5.4,12632.72,21.1,141.6,5,1,26.3701,93.5345,2013-11-06
0,1,0.0,4.2,1412.54,7.9,152.9,5,1,26.4118,93.6451,2013-11-06
0,5,0.0,5.4,17829.17,26.0,109.3,5,1,14.2853,93.1914,2013-11-04
0,0,0.0,0.0,0.0,35.0,877.7,2,1,35.5322,88.2345,2013-11-03
1,4,4.4,4.6,7680.95,25.0,73.2,5,1,10.5493,92.8679,2013-11-03
3,16,4.4,5.3,36794.06,174.1,1000.7,2,1,36.6521,71.0647,2013-11-02
0,1,0.0,4.4,1995.26,96.8,111.6,5,1,23.0264,94.4265,2013-10-29
0,3,0.0,4.6,5419.42,15.7,492.8,2,1,25.8855,64.1905,2013-10-28
0,2,0.0,4.6,4497.19,36.4,175.0,5,1,8.5861,93.4763,2013-10-28
0,0,0.0,0.0,0.0,35.0,497.0,5,1,33.1049,75.9359,2013-10-26
0,2,0.0,4.5,3783.91,33.5,118.5,5,1,14.2917,93.0654,2013-10-24
3,3,5.4,5.4,17919.49,51.2,85.1,2,1,5.0818,95.9995,2013-10-22
2,2,4.7,4.7,6699.31,71.9,85.0,2,1,5.1033,95.9709,2013-10-22
1,2,4.7,4.7,6699.31,64.3,34.1,2,1,4.5927,95.2063,2013-10-21
2,2,5.4,5.4,13591.56,65.9,704.7,5,1,35.3406,77.0837,2013-10-21
1,1,5.4,5.4,11220.18,96.8,702.6,5,1,35.2895,76.9996,2013-10-21
0,0,0.0,0.0,0.0,35.0,736.7,5,1,35.7595,77.4189,2013-10-20
6,16,5.3,5.3,36338.23,161.5,960.8,2,1,36.3029,71.1701,2013-10-19
0,1,0.0,4.7,3349.65,58.4,46.1,2,1,4.7348,95.1575,2013-10-19
5,16,5.3,5.3,34519.84,160.3,983.3,2,1,36.4972,71.0967,2013-10-18
1,12,4.4,5.6,50995.91,20.6,533.7,2,1,28.2609,66.5271,2013-10-18
1,7,4.1,5.0,17400.91,12.6,502.9,2,1,25.937,64.1061,2013-10-18
2,2,4.3,4.3,2867.31,9.9,131.4,2,1,10.6106,91.4722,2013-10-15
3,13,4.2,4.9,26268.1,157.2,988.0,2,1,36.4392,70.7061,2013-10-13
0,0,0.0,0.0,0.0,35.0,145.9,5,1,9.7794,93.8132,2013-10-08
0,1,0.0,4.4,1995.26,53.2,106.2,5,1,12.9734,92.981,2013-10-06
1,15,4.4,5.2,31668.37,172.3,1005.3,2,1,36.7749,71.4167,2013-10-05
0,0,0.0,0.0,0.0,35.0,51.2,4,1,27.2898,88.4022,2013-10-03
33,33,7.7,7.7,729041.33,17.3,481.4,2,1,27.1825,65.5052,2013-09-28
32,32,7.7,7.7,724309.82,17.4,489.3,2,1,27.2997,65.5423,2013-09-27
7,7,5.1,5.1,22671.81,10.7,498.4,2,1,26.0859,64.2469,2013-09-27
0,0,0.0,0.0,0.0,35.0,74.4,5,1,23.8621,93.2795,2013-09-26
1,12,4.0,5.2,27168.15,167.2,980.6,2,1,36.3855,70.7674,2013-09-25
22,22,7.7,7.7,708111.13,16.2,479.7,2,1,27.1673,65.5121,2013-09-24
21,21,7.7,7.7,704130.06,15.8,491.4,2,1,27.405,65.664,2013-09-24
20,20,7.7,7.7,701311.68,15.2,490.0,2,1,27.3794,65.6489,2013-09-24
16,16,7.7,7.7,683113.89,13.5,479.2,2,1,27.131,65.471,2013-09-24
15,15,7.7,7.7,679132.82,13.8,474.0,2,1,26.9443,65.3131,2013-09-24
14,14,7.7,7.7,674401.31,13.5,477.6,2,1,27.1171,65.4777,2013-09-24
11,11,7.7,7.7,664269.53,10.9,498.1,2,1,27.4939,65.6874,2013-09-24
9,9,7.7,7.7,647232.09,10.6,485.8,2,1,27.3125,65.6201,2013-09-24
8,8,7.7,7.7,642500.58,10.6,487.4,2,1,27.3325,65.6226,2013-09-24
7,7,7.7,7.7,639150.92,10.7,487.0,2,1,27.3528,65.6604,2013-09-24
6,6,7.7,7.7,633527.51,10.8,451.2,2,1,26.5617,65.2146,2013-09-24
0,0,0.0,0.0,0.0,35.0,310.4,2,1,25.3764,65.9668,2013-09-24
4,4,7.7,7.7,628713.87,11.2,457.7,2,1,26.5902,65.1551,2013-09-24
3,3,7.7,7.7,624732.79,11.7,405.5,2,1,26.8928,66.3616,2013-09-24
2,2,7.7,7.7,618049.35,12.5,446.5,2,1,26.6776,65.4037,2013-09-24
1,1,7.7,7.7,595662.14,15.0,479.8,2,1,27.2085,65.5674,2013-09-24
0,0,0.0,0.0,0.0,35.0,462.1,2,1,26.951,65.5009,2013-09-24
1,1,4.5,4.5,2371.37,46.4,41.0,2,1,5.3335,94.3413,2013-09-22
1,2,4.9,5.0,10354.93,10.0,55.7,5,1,22.9341,95.9607,2013-09-20
0,1,0.0,5.0,5623.41,10.0,65.7,5,1,22.8604,95.8765,2013-09-20
0,1,0.0,4.3,1678.8,66.3,146.7,5,1,7.7679,93.8665,2013-09-17
0,1,0.0,4.5,2371.37,22.9,34.0,2,1,5.2476,94.3202,2013-09-17
4,17,4.6,5.2,39538.98,149.1,991.9,2,1,36.64,71.3684,2013-09-16
4,16,4.5,5.2,36720.6,139.0,977.0,2,1,36.4546,71.1658,2013-09-15
3,14,5.2,5.2,33160.72,136.5,958.9,2,1,36.2974,71.2182,2013-09-14
0,0,0.0,0.0,0.0,35.0,613.0,2,1,34.9486,80.9925,2013-09-11
0,1,0.0,4.6,2818.38,62.4,59.4,5,1,10.4984,92.3039,2013-09-11
0,2,0.0,4.2,2825.08,53.8,183.3,5,1,27.1438,92.3593,2013-09-09
0,0,0.0,0.0,0.0,35.0,57.9,5,1,22.9608,95.9365,2013-09-09
5,11,4.6,4.6,17031.26,138.1,1013.6,2,1,36.5088,70.1261,2013-09-08
0,2,0.0,4.3,3091.34,76.3,83.4,5,1,25.3564,95.0718,2013-09-07
1,2,4.2,4.8,5393.61,27.4,528.1,4,1,33.2221,75.404,2013-09-05
12,12,5.6,5.6,49260.2,9.9,282.8,2,1,28.2649,99.4911,2013-09-03
2,14,4.1,4.8,26297.16,135.7,973.5,2,1,36.4718,71.3849,2013-09-02
11,11,5.6,5.6,46441.82,9.8,265.8,2,1,28.2704,99.2852,2013-09-02
0,0,0.0,0.0,0.0,35.0,426.0,2,1,29.997,99.7169,2013-08-31
0,0,0.0,0.0,0.0,35.0,319.6,5,1,28.7788,94.4454,2013-08-31
7,7,5.6,5.6,39609.86,9.7,264.6,2,1,28.2123,99.3107,2013-08-31
5,5,5.6,5.6,32573.9,9.6,267.8,2,1,28.2199,99.3432,2013-08-31
4,4,5.6,5.6,27842.39,9.5,276.0,2,1,28.2316,99.4322,2013-08-31
3,3,5.2,5.2,11993.46,10.1,269.6,2,1,28.2425,99.3502,2013-08-31
0,1,0.0,4.3,1678.8,35.5,74.2,2,1,28.1613,85.8966,2013-08-30
1,1,5.2,5.2,7943.28,10.0,276.6,2,1,28.3438,99.364,2013-08-27
0,0,0.0,0.0,0.0,35.0,267.5,2,1,28.239,99.3276,2013-08-27
0,0,0.0,0.0,0.0,35.0,742.4,2,1,33.1688,94.0462,2013-08-26
6,16,4.8,4.8,31677.61,158.6,1051.5,2,1,37.2712,71.7827,2013-08-24
4,14,4.4,4.8,26284.0,176.2,1046.9,2,1,37.2179,71.7178,2013-08-24
2,4,5.2,5.2,15128.3,49.3,63.6,2,1,5.067,95.4277,2013-08-22
0,4,0.0,5.2,16434.0,38.4,510.9,5,1,33.2183,75.8728,2013-08-18
0,0,0.0,0.0,0.0,35.0,558.7,2,1,31.7105,99.0083,2013-08-18
1,2,5.2,5.2,10761.67,58.0,34.4,2,1,5.2376,94.3015,2013-08-17
0,0,0.0,0.0,0.0,35.0,91.6,5,1,11.183,93.3084,2013-08-17
0,1,0.0,4.6,2818.38,64.7,41.8,2,1,5.3568,94.3823,2013-08-17
1,2,4.3,4.3,3091.34,12.4,351.1,2,1,29.0997,69.4081,2013-08-16
0,0,0.0,0.0,0.0,35.0,227.6,2,1,11.0299,95.039,2013-08-15
0,0,0.0,0.0,0.0,35.0,762.7,2,1,33.2348,68.1353,2013-08-13
12,12,5.7,5.7,51351.85,9.7,362.7,2,1,30.1514,97.9591,2013-08-12
9,9,5.7,5.7,45306.41,9.6,354.7,2,1,30.0468,98.0755,2013-08-12
7,7,5.7,5.7,36944.17,9.4,353.8,2,1,30.0761,97.9241,2013-08-11
6,6,5.7,5.7,32212.66,9.3,342.7,2,1,29.976,97.9127,2013-08-11
4,4,4.8,4.8,11697.36,10.0,351.4,2,1,30.0464,97.9565,2013-08-11
3,3,4.8,4.8,8347.71,10.0,351.1,2,1,30.0293,98.0134,2013-08-11
2,2,4.8,4.8,5976.33,10.0,356.9,2,1,30.0867,98.0027,2013-08-11
0,0,0.0,0.0,0.0,35.0,353.6,2,1,30.0628,97.9753,2013-08-11
0,0,0.0,0.0,0.0,35.0,100.9,2,1,20.5931,93.9641,2013-08-07
0,0,0.0,0.0,0.0,35.0,253.0,3,1,23.3104,88.4902,2013-08-06
1,1,5.2,5.2,7943.28,8.9,407.8,2,1,31.4676,86.4892,2013-08-06
0,0,0.0,0.0,0.0,35.0,403.5,2,1,31.4444,86.4483,2013-08-06
1,2,5.0,5.0,7618.68,19.8,516.0,5,1,33.2967,75.9504,2013-08-02
0,1,0.0,4.3,1678.8,58.4,139.4,5,1,23.9377,94.7314,2013-08-02
0,1,0.0,4.4,1995.26,25.5,513.4,5,1,33.2663,75.9377,2013-08-02
0,0,0.0,0.0,0.0,35.0,122.9,5,1,7.578,93.745,2013-07-29
6,19,4.8,5.2,40567.61,185.2,1005.7,2,1,36.717,71.138,2013-07-29
3,16,4.4,5.2,32499.93,190.5,999.4,2,1,36.501,70.544,2013-07-29
1,1,4.7,4.7,3349.65,34.5,114.9,5,1,14.038,92.892,2013-07-29
0,0,0.0,0.0,0.0,35.0,28.7,2,1,5.078,94.747,2013-07-29
0,0,0.0,0.0,0.0,35.0,84.3,5,1,12.978,93.235,2013-07-24
3,15,4.4,5.2,31972.12,171.4,987.3,2,1,36.587,71.322,2013-07-20
0,0,0.0,0.0,0.0,35.0,131.3,2,1,19.455,94.735,2013-07-19
0,1,0.0,4.3,1678.8,31.4,234.4,2,1,25.9,99.009,2013-07-18
0,1,0.0,4.3,1678.8,10.0,290.3,2,1,5.375,97.969,2013-07-16
0,0,0.0,0.0,0.0,35.0,158.8,4,1,28.383,87.599,2013-07-15
1,2,4.4,4.4,3990.52,130.7,1015.4,2,1,36.059,68.748,2013-07-14
2,2,4.2,4.2,2601.04,10.0,1173.3,2,1,37.522,96.068,2013-07-13
3,13,4.3,5.2,29998.43,152.4,1003.1,2,1,36.69,71.126,2013-07-11
0,0,0.0,0.0,0.0,35.0,401.5,5,1,32.765,78.197,2013-07-09
1,10,4.4,4.7,18927.38,123.6,1005.0,2,1,36.534,70.474,2013-07-03
5,5,6.1,6.1,56647.94,10.6,134.6,2,1,4.65,96.705,2013-07-02
4,4,6.1,6.1,43312.72,10.8,128.8,2,1,4.664,96.65,2013-07-02
1,1,6.1,6.1,37583.74,13.0,139.0,2,1,4.648,96.745,2013-07-02
0,0,0.0,0.0,0.0,35.0,130.1,2,1,4.645,96.665,2013-07-02
1,1,4.5,4.5,2371.37,35.0,791.4,2,1,33.084,92.729,2013-07-02
0,2,0.0,4.7,5344.92,13.2,74.9,2,1,4.9086,96.0377,2014-06-27
5,15,4.8,5.6,41684.57,172.3,992.0,2,1,36.5139,70.8409,2014-06-24
4,15,4.8,5.6,40672.95,177.9,961.8,2,1,36.231,70.8555,2014-06-23
3,13,5.6,5.6,36447.19,180.8,985.6,2,1,36.6308,71.6062,2014-06-19
2,15,4.2,4.7,24609.88,156.5,989.3,2,1,36.4544,70.7174,2014-06-14
0,0,0.0,0.0,0.0,35.0,529.8,5,1,33.292,75.5807,2014-06-13
0,0,0.0,0.0,0.0,35.0,497.7,2,1,27.6169,65.9037,2014-06-13
0,0,0.0,0.0,0.0,35.0,76.9,2,1,19.6266,96.1897,2014-06-08
0,0,0.0,0.0,0.0,35.0,145.7,2,1,30.2645,81.6031,2014-06-07
0,0,0.0,0.0,0.0,35.0,800.2,2,1,34.2229,89.115,2014-06-06
0,4,0.0,4.6,10003.4,41.1,111.9,2,1,4.4399,96.5079,2014-06-05
0,0,0.0,0.0,0.0,35.0,11.7,5,1,22.5351,93.3926,2014-06-04
2,14,4.6,4.7,21378.96,149.3,1002.2,2,1,36.3366,69.9463,2014-06-03
5,6,5.9,5.9,56940.42,9.7,244.6,2,1,24.8779,97.7542,2014-06-03
4,15,4.4,4.7,22378.96,141.0,1017.3,2,1,36.5292,70.0793,2014-06-01
0,0,0.0,0.0,0.0,35.0,89.7,2,1,16.5243,95.6809,2014-05-31
4,4,5.9,5.9,51595.5,9.5,242.8,2,1,24.9766,97.912,2014-05-30
1,1,5.8,5.8,22387.21,8.0,237.9,2,1,24.9997,97.845,2014-05-30
1,2,4.4,4.4,3674.07,93.1,97.1,5,1,24.2536,94.4977,2014-05-29
0,3,0.0,4.6,7632.03,47.0,91.6,2,1,4.6703,96.3089,2014-05-27
0,0,0.0,0.0,0.0,35.0,240.6,2,1,24.9737,97.8437,2014-05-23
0,0,0.0,0.0,0.0,35.0,382.5,3,1,18.2012,88.0376,2014-05-21
3,10,4.2,4.6,14652.3,140.1,1011.1,2,1,36.6656,70.731,2014-05-21
0,1,0.0,5.1,6683.44,10.0,210.4,2,1,4.2485,92.7574,2014-05-18
0,0,0.0,0.0,0.0,35.0,518.0,2,1,29.4664,67.695,2014-05-16
2,2,4.6,4.6,4813.65,55.5,157.5,5,1,7.6589,94.3214,2014-05-15
1,1,4.4,4.4,1995.26,72.0,146.7,5,1,7.5623,94.2883,2014-05-15
0,0,0.0,0.0,0.0,35.0,215.2,2,1,12.1894,95.2604,2014-05-12
1,1,4.6,4.6,2818.38,36.9,121.1,2,1,5.3921,96.127,2014-05-10
0,0,0.0,0.0,0.0,35.0,59.6,2,1,4.8804,95.8795,2014-05-09
2,2,4.5,4.5,4050.18,15.2,285.7,2,1,26.3678,68.3887,2014-05-08
0,0,0.0,0.0,0.0,35.0,288.0,2,1,26.3868,68.3579,2014-05-08
16,16,6.1,6.1,71108.89,9.8,331.6,2,1,19.6549,99.5832,2014-05-07
14,14,6.1,6.1,66877.97,9.8,326.6,2,1,19.6832,99.5271,2014-05-06
11,11,6.1,6.1,58163.21,9.6,319.2,2,1,19.6185,99.4702,2014-05-06
10,10,6.1,6.1,52539.8,9.6,337.2,2,1,19.7013,99.6272,2014-05-06
1,1,6.1,6.1,37583.74,6.0,340.5,2,1,19.6647,99.6675,2014-05-05
0,0,0.0,0.0,0.0,35.0,340.5,2,1,19.6557,99.6696,2014-05-05
2,7,4.2,4.5,10330.02,125.4,989.4,2,1,36.5977,71.2824,2014-05-03
0,0,0.0,0.0,0.0,35.0,532.6,2,1,31.7368,69.9299,2014-05-01
1,3,4.3,4.3,3867.31,109.8,870.4,2,1,35.2063,70.4059,2014-04-26
0,0,0.0,0.0,0.0,35.0,339.5,2,1,4.0249,91.598,2014-04-21
0,2,0.0,4.6,4497.19,71.1,55.0,2,1,5.3703,94.1713,2014-04-19
0,0,0.0,0.0,0.0,35.0,23.7,5,1,12.2036,93.1363,2014-04-11
0,8,0.0,5.2,20561.28,145.7,1072.4,2,1,37.5591,72.0432,2014-04-09
0,0,0.0,0.0,0.0,35.0,400.0,2,1,31.3961,86.4624,2014-03-30
5,18,4.5,4.7,29729.42,173.8,1059.7,2,1,37.2444,71.2425,2014-03-28
0,0,0.0,0.0,0.0,35.0,726.8,5,1,34.7251,73.6564,2014-03-27
0,0,0.0,0.0,0.0,35.0,720.7,2,1,4.1909,86.7252,2014-03-27
7,17,4.7,4.7,27358.05,169.6,1004.1,2,1,36.6916,71.0936,2014-03-26
1,2,4.4,4.8,5976.33,34.6,104.5,5,1,13.8067,92.8859,2014-03-26
61,64,6.4,6.4,270291.32,12.0,180.8,2,1,7.7455,94.5529,2014-03-25
6,12,4.7,4.7,19028.03,164.3,974.5,2,1,36.4254,71.1439,2014-03-23
0,1,0.0,4.6,2818.38,60.2,31.9,2,1,5.284,94.5391,2014-03-22
2,5,4.6,4.6,10276.36,12.0,737.9,2,1,35.8478,82.3019,2014-03-22
2,3,4.5,4.5,5050.18,65.1,93.5,5,1,22.9777,94.2498,2014-03-22
55,57,6.4,6.4,258157.94,12.1,136.1,5,1,7.4064,94.3283,2014-03-22
54,56,6.4,6.4,255339.56,12.2,127.7,5,1,7.372,94.2528,2014-03-21
49,51,6.4,6.4,245535.39,12.3,193.1,2,1,7.7544,94.71,2014-03-21
48,50,6.4,6.4,237592.11,12.3,137.0,5,1,7.4454,94.2965,2014-03-21
1,4,4.4,4.5,7457.98,12.1,793.4,2,1,36.2151,82.8769,2014-03-21
46,48,6.4,6.4,232778.46,12.4,119.7,5,1,7.3223,94.2004,2014-03-21
42,44,6.4,6.4,225054.22,12.5,158.7,5,1,7.5485,94.4759,2014-03-21
37,39,6.4,6.4,214939.15,12.8,163.3,5,1,7.7739,94.2368,2014-03-21
35,37,6.4,6.4,210441.97,12.9,132.9,5,1,7.5373,94.0987,2014-03-21
32,34,6.4,6.4,204979.25,13.2,161.3,5,1,7.5591,94.4991,2014-03-21
31,33,6.4,6.4,201629.6,13.3,140.3,5,1,7.5228,94.2437,2014-03-21
30,32,6.4,6.4,198811.22,13.4,121.0,5,1,7.3518,94.1824,2014-03-21
29,31,6.4,6.4,196439.84,13.5,181.5,2,1,7.7145,94.5986,2014-03-21
28,30,6.4,6.4,193090.19,13.6,139.7,5,1,7.5034,94.2624,2014-03-21
27,29,6.4,6.4,190718.81,13.8,125.3,5,1,7.3821,94.207,2014-03-21
26,28,6.4,6.4,186737.74,13.9,164.4,5,1,7.7877,94.2322,2014-03-21
25,27,6.4,6.4,183388.09,14.0,145.8,5,1,7.4628,94.3969,2014-03-21
24,26,6.4,6.4,176704.65,14.2,150.5,5,1,7.5875,94.3114,2014-03-21
23,25,6.4,6.4,174333.27,14.4,173.1,2,1,7.6063,94.6042,2014-03-21
21,23,6.4,6.4,168988.36,14.7,154.3,5,1,7.5096,94.4587,2014-03-21
20,22,6.4,6.4,165007.29,15.0,114.2,5,1,7.3823,94.0303,2014-03-21
19,21,6.4,6.4,161026.21,15.2,127.6,5,1,7.3212,94.3079,2014-03-21
18,20,6.4,6.4,153082.93,15.4,134.8,5,1,7.5037,94.1847,2014-03-21
17,19,6.4,6.4,149733.28,15.7,138.6,5,1,7.7396,93.6332,2014-03-21
15,17,6.4,6.4,143756.94,16.4,148.5,5,1,7.5569,94.3223,2014-03-21
14,16,6.4,6.4,140938.56,16.5,136.0,5,1,7.483,94.233,2014-03-21
13,15,6.4,6.4,136957.49,16.9,166.8,5,1,7.7902,94.2711,2014-03-21
12,14,6.4,6.4,130274.05,17.4,118.0,5,1,7.3232,94.1739,2014-03-21
11,13,6.4,6.4,116938.84,18.0,143.6,5,1,7.5417,94.2698,2014-03-21
9,11,6.4,6.4,112125.19,19.5,110.0,5,1,7.2328,94.1691,2014-03-21
8,10,6.4,6.4,108775.54,20.4,198.5,5,1,7.9977,94.4797,2014-03-21
7,9,6.4,6.4,105957.15,21.6,121.4,5,1,7.4264,94.082,2014-03-21
6,8,6.4,6.4,101976.08,23.0,116.9,5,1,7.2829,94.2061,2014-03-21
5,7,6.4,6.4,97244.57,24.9,193.9,2,1,7.7692,94.7052,2014-03-21
4,6,6.4,6.4,94426.19,27.3,120.5,5,1,7.0379,94.447,2014-03-21
3,5,6.4,6.4,90445.11,30.8,159.2,5,1,7.6135,94.4067,2014-03-21
2,4,6.4,6.4,87095.46,36.0,146.3,5,1,7.5409,94.3108,2014-03-21
1,3,4.8,5.5,23999.73,40.8,166.2,5,1,7.7448,94.3342,2014-03-21
1,2,4.3,4.4,3674.07,61.5,135.6,5,1,23.362,94.4366,2014-03-20
4,10,4.5,4.5,14265.83,176.9,989.7,2,1,36.4491,70.6838,2014-03-19
3,9,4.2,4.3,11894.46,181.6,981.4,2,1,36.4762,71.0874,2014-03-19
1,2,5.5,5.5,20018.65,56.2,142.4,5,1,7.5909,94.1754,2014-03-15
0,1,0.0,5.1,6683.44,102.5,166.6,5,1,7.7631,94.3128,2014-03-14
0,23,0.0,6.9,218396.99,12.4,732.6,2,1,35.7863,82.3465,2014-03-12
1,2,4.1,4.4,3183.76,47.8,97.8,5,1,13.6975,92.9178,2014-03-11
0,0,0.0,0.0,0.0,35.0,84.7,2,1,19.1942,95.7207,2014-03-09
0,1,0.0,4.7,3349.65,32.5,596.9,2,1,31.6755,91.1309,2014-03-07
0,2,0.0,4.6,4497.19,66.3,48.7,2,1,4.6702,95.0955,2014-03-02
0,0,0.0,0.0,0.0,35.0,135.5,2,1,11.0427,91.8594,2014-03-01
0,0,0.0,0.0,0.0,35.0,122.4,5,1,7.3016,94.2594,2014-02-28
0,0,0.0,0.0,0.0,35.0,168.8,2,1,30.0104,76.1747,2014-02-21
2,9,4.2,4.7,15674.94,173.3,978.3,2,1,36.3836,70.8419,2014-02-15
20,20,6.9,6.9,211956.0,12.6,743.0,2,1,35.8857,82.3399,2014-02-15
